cleaned_tweet,label
እውነት ብሎ ከሆነ እየሰመጠ ያለ ሰው አረፋ ይጨብጣል ከማለት ውጭ ምን ይባላል ቧ,0
የሎዛዋ እመቤት ከአንተው ጋር ትሁን ወንድምአለም,1
ከታፈኑ ተማሪወች ውስጥ ያመለጠችዋን ልጅ ሸሺገው ደብቀው ልብሳቸውን አልብሰው ገንዘብ ሰጥተው ወደ ፈለገችበት እንድትሄድ የረዷት የኦሮሞ አባት ክብር ይገባቸዋል የአመቱ በጎ ሰው ተብለው ቢሸለሙ ደስታየ bringbackourstudents now,1
የታላቁ የኢትዮጵያ ህዳሴ ግድብ የውሀ ሙሌት አለቃቀቅ ሂደት ላይ የሶስትዮሽ ውይይት በአዲስ አበባ እየተካሄደ የታላቁ የህዳሴ ግድብ የውሀ ሙሌት አለቃቀቅ ሂደት ላይ ኢትዮጵያ ግብፅ ሱዳን የሶስትዮሽ ውይይት እያካሄዱ,1
ለህልም እንዴት ጥሩ አሁንም ስለእናንተ አልመኝ የተረሳዎትን መልሶ ለመመለስ የድሮ ትውስታዎችን ያስወግዱ በመጨረሻም ተመልሶ የማይመለስ ደስታ ነግራችሁኛል እስካልነካው ድረስ አስቀያሚው አስቀያሚ ጊዜ ለዘላለም እኖራለሁ,1
ምን አደረኩሽ ግን ሰሊ ጋሽ ፀጋዬን አሳይተሽ በሀፍረት ለምን ታሸማቅቂኛለሽ ለምን ውለታ ቢስነቴን ትገልጪብኛለሽ ለምን ጋሽ ፀጋዬ ባለ እዳክ ነኝ ነፍስህ በሰላም ትረፍ,0
በዚህ መሰረት ሀይለእግዚአብሄር አድሀኖም ማርቆስ ኤልያስ ግርማቸው እንየው ዮናስ አዘዘ በዛሬው እለት ወደ ደቡብ አፍሪቃ አምርተዋል ቲክቫህ ስፖርት,1
አይ ኢትዮጵያ ስንቱ በተጭበረበረ የትምህርት ማስረጃ ትልቅ ባለስልጣን ሲሆን እንደዚህ ደግሞ ተምሮ በቂ እውቀት ኖሮት ጎዳና ላይ ሲወድቅ ያሳዝናል,0
ታህሳስ በደቡብ ክልል ጎፋ ዞን በተከሰተው የኮሌራ ወረርሽኝ እስካሁን የ ሰዎች ህይወት አልፏል ተባለ,0
ወይኔ እነዚህ ሰዎች በቃ ለየላቸው ማለት 🤔 አንዱ ኤልቲቪ ወቅታዊ ላይ ቀርቦ የትግራይ ተወላጅ በመሆናቸው ብቻ ብዙዎች ታስረዋል ይልና ምሳሌ ማንን ቢጠቅስ ጥሩ በፈጣሪ ሜጀ ክንፈ ዳኘው 🤣,0
ውድ ደንበኛችን እባክዎ የአገልግሎት ቁጥርዎን በመልእክት ይላኩልን ፈጣን ምላሽ እንሰጥዎታለን እናመሰግናለን,1
ቤቲ ለመማር ያላት ፍላጎት ከፍተኛ ጀዋርን አይን አይኑን ምትመለከተው,1
ጅሉ ኦሮማራ በአጋችና ታጋች ድራማ ተጠናቀቀ ይሄንም ህውሀት በሉ መቼም አታፍሩም,0
የአማራክልል አመራሮች እንዲ ጭንጋፍ ሆነው totaly dysfunctional የሆኑት ከመቼ ወዲነው ብልህነቱም ጥንካሬም ህግ ማስከበሩም ማስትዳደሩ ተሳናቸው,0
ታብሌት ኮምፒውተሮቹ በስጦታ የተገኙ ናቸው ወይስ በህዝቡ ገንዘብ የተገዙየከተማ አስተዳደሩ በጀት ይዞለት ነበርወይስ ወዘፈቀደ ከንቲባ አንተስ እየደገፍክ ወይስ ዜና እያሰራጨኽ,0
በሰሯቸው እርምጃዎች ምክንያት ቤተሰቦችዎ ደምን ያፈሳሉ ለድርጊቶችዎ የዘላለም ስቃይ ይሰማቸዋል ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ የሚሰማቸው ህመም ሊቋቋሙት የማይችሉት ይሆናሉ በቅርቡ ሁላችሁም ብቻችሁን ትሆና,0
ሴቶችዬ ጠንካራ ሁኑ ሽንኩርት እንጂ ወንድ ልጅ እንዳያስለቅሳቹ,1
የትግላችን ፍሬ የሚጀምረው እነ ክርስትያንን ማስፈታት የሚችል ጥንካሬ ሲኖረን ነውእና እናንተም ከሚመለከታቸው ተነጋግራችሁና ጫና በማድረግ እንዲለቀቁ ማድረግ አለባችሁከጀርባችሁ ህዝቡ አለ,0
“አሁን ያለዉ መንግስት አሀዳዊ አይደለሁም ቢል እንኳን ፀር ፌድራሊስት ናችሁ ነዉ የምላቸዉ የጠቅላይ ምንስትሩ አርአያዎች አፄ ሚኒሊክ አፄ ሀይለስላሴ ናቸዉ እስታይላቸዉ ደግሞ የመንግስቱ ሀይለማሪያም ነዉ ፕር እዝቅኤል ገቢሳ ethiopia,1
ሰው ግን እንደዚ አይነት ምስቅልቅል ውስጥ ሆኖ እንደዚ ዘና ማለት ይሄ ከፈጣሪ,0
ስው ደስ የሚስኝበትን ያደርጋል,1
ምንም ጥርጥር የሌለው ምርጫ የአስቱካ አልበም ምርጥ ነዉ,1
ድርጅቱ ከተቋቋመው አላማ ውጪ እየተንቀሳቀሰ የሚል ዜና እንዳንሰማ እንዴት እኝህ የምያክል ጉመት ፖለቲከኛና የኢትዮጵያዊያን ህዝብ ተወዳጅ ከነፍሰበላው ጃዎር ጋር ይመሰጥራልበነፍስ ማጥፉት ሴራ ውስጥ ነበሩ ማለት አዋሽ ባንክ ተበላ,0
እርምጃ የሚወሰደው የተጠቃው ሙስሊም ማሀበረሰብ ላይ አንዳንዴ ሎጂክህን እንደልብስ ታወልቀዋለህ እንዴ ሙስሊም እየተመረጠ ሱቅ በተዘረፈበት መስጊድ በነደደበት መዝሙር በተዘመረበት ወንጀል ሙስሊም ይጠየቅልህ ኧረ እፈር ነብሴ,0
በርግጥ አለ ማለት ደሞ የራስ መተማመን ጥግ እኮ የሌለ 🤦‍♀️,0
አብረን የምናዬው ይሆናል ማን ሲያለቅስ እንደሚኖር,0
ብልፅግና ፓርቲ ሳይሆን ብልግና ፓርቲ ተብሎ እንዲስተካከል እንጠይቃለን ክብር ታከላይ ምስጢር,0
ስለ መታገታቸው ያልዘገብ ሚዲያ ስለ መለቀቃቸው ሲዘግብ ሰምተህ እውነት ካልክ የአለም ቁጥር አንዱ ድንጋይ ራስ ነህ,0
ዋናው ነገር ዋናው,1
እነዚህ ደሞ በሁሉም ቁጠባ ካልሆነ አይመቻቸው,0
አየህ አሁን ወደራስህ እየተመለስክ እንደዚህ መልካም ነገር ማውራት ነውየሚያምርብህ ፖለቲካውን ለፖለቲከኞች ተወው እኛም በየሙያችን መልካም ግዜ,1
ቆይ ግን ሳስበው ተላላኪው ታምራትን ምን ትሉታላችሁ ተራ ጋዜጠኛ ይሄ ሰውዬ እያለላችሁ አሰብን ለመያዝ ስንት ኢትዮጵያኖችን አሰልፎ የተዋጋን አሁንም በዚህ ጉዳይ እየሰራ ያለ,0
አካሄድህ በቅንነት ከሆነ ፈልገህ ያጣኸው ነገር እራሱ ፈልጎህ ይመጣል,1
የዘሀበሻ የ የአመቱ ምርጥ ሰው አትሌት ደራርቱ ቱሉ ሆኖዋል,1
መልካም ለኢትዮጲያን ሁሉ,1
በርታልን ብዙዎች ከጎንህ አሉ ❤️ ወደፊት ይሄ የኔ ሽልማት ለዚህ መልካም ስራ,1
አማራ ክልል ፈልቶበታል ልኩን ማስገባት ሙስሊሞችን ጠልቶ ሙስሊሞች በሚኖርባት ኦሮምያ ጋር ግንኙነትን አትሰበው,0
እነ ጃዋር ልብ እንዲንቀሳቀሱ እየፈቀደ እነ እስክንድር አዳራሽ እንኳ እንዳይጠቀሙ የሚከለክል መንግስት ባይኖረን ምንኛ መልካም በሆነ,0
የክልሎች ግንኙነት ረቂቅ አዋጅ ላይ ለመወያየት የአንድም ክልል ተወካይ አልተገኘም ዘገባው የኢትዮጵያፕሬስ ኤጀንሲ ታህሳስ ቀን አም,0
ስራው አይደለም,0
ጌታችን ባይባል እንኳን እንዴት ጌታ አይባልም,1
ያ እንደዛ ሲባል ሰምቻለሁ እውነት ከሆነ ይደብራል ለኢትዮጵያ ሙዚቃ ለሌላው አለም ብቻ ሳይሆን ለኛም ቢሆን እንዲመቸን አርጎ በማቅረቡ ባለውለታችን,1
ዶርአቢይ ጥሩ ላገለገሉ የክብር ዘበኞችንየመንግስት ሰራተኞን ጭምሮ ማመስገንመሾምመሸለም እናም መሻርከስራ ማባረር የመሪ ጥንካሬ ኢንጂ ድክመት አይደሉም,1
ባለስልጣኑ የመንገድና የድልድይ ፕሮጀክቶች ዛሬ አስመርቋል የመንገዶቹ አጠቃላይ ርዝመት ኪሜ ሲሆን ለግንባቸው ከ ቢሊዮን ብር በላይ ወጪ ተደርጓል,1
ትርጉም ትገድላለች ስጋዊ ትርጉም አንድ አይደለም ሚሊዮን ህዝብ ገደል ወስዳለች,0
ምነኛ ሞኝ ሲሆኑ ግን እንደዚህ የሚሉት,0
ሌሎች የሙስሊሙን ህሰብ ጥያቄዎች ያነገቡ የበአላት ማክበሪያ ቦታ የመቃብር ቦታ መፈክሮች እያደመቁት መዳረሻዉ ቀበሌ መስጊድ ሆነ ኢትዮጵያም ስሟ ከፍ ተደርጎ ተነስቷል በዉቢቷ ባህርዳር,1
የተባበሩት መንግስታት ድርጅት የአመለካከት ሀሳብን በነፃ የመያዝና የመግለፅ መብት ልዩ ዘጋቢ ራፖርተር የሆኑት ዴቪድ ካዬ ከህዳር ቀን በኢትዮጵያ ይፋ ጉብኝት ያደርጋሉ via un communication ethiopia,1
እሁድ ያለዉ የመርሲ ሳይድ ግጥሚያ አጓጊ ነዉ,1
ዱቄትን እንዴት አድርጎ ዱቄት የሚያደርገው once a ዱቄት is always a ዱቄት,0
እሺ ምን ያህል ጊዜ ይወስዳል,1
ተዟዙሮበት አይደል እንዴ ሲጀምር የዞረብን,0
ገሪዎችም ለጥፋታቸው ካሳ ይክፈሉ ይሏቸዋል ቦረናዎቹ አልተስማሙም የገሪ የቦረና የሚባል መሬት የለም laftiin ta waaqa ኤላውንና ውሀውን እንዴት በጋራ እነደምንጠቀም አስማሙን እንጂ ብለዋቸው እርፍ ምን ለማለት,1
አመል እንጂ እኮ ሸበላ ነህ,1
እነዚህ የምርጫ ቦርድ ሰዎች እውነት የኢትዮጵያን ነባራዊ ሁነታ ያውቃሉ🤣,1
የጅማ አባ ጅፈር አስተዳዳሪዎች የእግር ኳስ አፍቃሪው ላይ እየቀለዱ የከተማው ከንቲባ ባይኖር ክለቡ ይፈርስ ለነገ ጨዋታ ዛሬ መንገድ ላይ ያሉት ጅማ አባ ጅፋሮች የ ወር ደሞዝ አልተከፈላቸውም this is terrible,0
የኔ ቆንጆ ኪዳን ምህረት ትዳብስሽ የኢዮብን ትግስት ይስጥሽ እግዚአብሄር ቀን አለው,1
ታሜ ዝም ብለህ አንዳንድ ፖለቲከኞች ተከባብረን ተዋደንብሄር ብሄረሰቦችበዴሞክራሲያዊ መልኳንዳንድ ሀይሎችምና…,1
ፀጋን የተመላሽ ድንግል ማርያም ሆይ ደስ ይበልሽ አሜን,1
ስለተረዳሽኝ አመሰግናለሁ,1
በጣም ጥሩ ሀሳብ ነዉ ግን እነዚህ ክበቦች ለዉጭ ደምበኛ አገልግሎት ይሰጣሉ,1
ይህ ትዉድ እኮ ስለባህር በር እንዳያነሳ አድርገዉ መለስና ኢሳያስ ጠፍጥፈው የሰሩት ትወልድ ነዉ,0
ኦሮሞ ከባላይ ወጣት የተገደለበት ድገም በገዥ መደቦች እንድጨፈለቅ እናበአዳባበይ እኔነኝ ነፍጠኛ ከላ ቡድን ጋር ምንም አይነት ህብረት አይፈጥርም ለሱ አምች ስለሆኑ ራሱ ይወሀድ,0
ሲጀመር ከሌላ ብሄር ጓደኛ አለኝ ብሎ የሚናገር ሰው አላምንም,0
ቅዳሜ ታሀሳስ ቀን ሜክሲኮ አደባባይ አካባቢ በሚገኘው አዲሱ የኦፌኮ ቢሮ የምረቃ ስነ ስርአት ላይ አቶ ጃዋር የአባልነት መታወቂያውን ከፓርቲው ተረክቧል,1
የ አመት ግፍ ድርጊት በዛና ያለአንድ ጥይት ስልጣናችሁን ተቀማችሁ አሁን ደግሞ እነኚህን የድሀ ገበሬ ህፃናት በየሜዳው እየገደላችሁ መጣል ጀምሯችኋልእንግዲህ ያ ፍርድ የጀመረው አምላክ ዘራችሁን ያጠፋዋል,0
ስለ ኢትዬጵያ ኦነግ ሲነዛው ከኖረው ፕሮፓጋንዳና አሁን አሁን አህመዲን ጀበል በሀይማኖት ስም ከሚለቀው ውሸት መካከል ምን ልዩነት አለ በብሄር ሞክረው ያልተሳካላቸውን አማራን የመምታት የፖለቲካ ሴራን አሁን ደሞ በሀይማኖት ጭንብል የመጡት,0
«የግብርናውን ዘርፍ ከፌደራል እስከታችኛው መዋቅር ድረስ ያሉ ግብርናውን የሚመሩ ባለሙያዎች ከግብርናው ጋር ምንም ግንኙነት የሌለው ትምህርት የተማሩ ናቸው» አማንይኹን ረዳ ኢዜማ ኢትዮጵያ,0
ይጠቀማሉድሀው እርስ በርሱ ሲቋሰልና ሲጋደል እነርሱ የፖለቲካና የኢኮኖሚ ሀይላቸውን ያደላድላሉ በእንቅርት ላይ ጆሮ ደግፍ እንዲሉ ሀገር በቀሉ aka homegrownድንቄም homegro…,0
ገዳይ,0
አቶ በተመለከተ ከፈነዳው የወሬ ቦምብ በኋላ ምን ተገነዘብን በኦሮሚያ ውስጥ የአክራሪ ጎሰኞች አቋም ብዙ ተከታይ እንደሌለው ከ ምሁር ነን ባዮቹ በተቀር ሌላውን ወገን ደግሞ እንዳለ አንድ ጎራአገራዊ ይዞ እንዲቆም አድራጊ ሁኔታ አለ,0
እንኳን ለብርሀነ ልደቱ አደረሳችሁ ዉድ የዶቼ ቬለ ተከታታዮች በአል እንዴት ነዉ ለሀገራችን ኢትዮጵያ ሰላም ፍቅር መተሳሰብን ያብዛልን ዉድ ወዳጆቻችን በገና በአል ምኞታችሁን ግለፁልን አስተያየቶቻችሁን በልዩ ዝጅታችን ይዘን እንቀርባለን,1
ማንኛውም ስራ የሚሰራው በሀላፊነትና በተጠያቂነት ውሸት የሚል አካል መክሰስ ይችላልይህን መረጃ ያወጣው አካል በኢትዮጵያ ቢሮ ያለው የተመዘገበና የሚታወቅ ድርጅት ነውእየመጣህ ለመኮመት አትቸኩል ድርጅቱም የሰጠው ማስተባበያ ተለጥፏል,1
ጉድ በል ብቻ,0
በአንድ አገር ውስጥ የሚነሳ “የብሄር ጥያቄ” በብሄር ድርጅት ብቻ ሳይሆን በህብረ ብሄር ድርጅት መልስ ሊያገኝ ይችላል አብዛኛው የብሄር ድርጅቶች ግን ጥያቄውን ከመመለስ ይልቅ በጥያቄው መነገድ ይቀናቸዋል,0
እንዲህ ጤናማ ትክክለኛ ነገር ስትናገር ያምራል ሁላችንም ዩኒቨርሲቲ እያለን ዘር ጠይቀን የልብ ጓደና አላፈራንም ዶርም ዲፖርትመንት ኳስ አገናኝቶን ተዋደን ቀረን አሁን ማንም ከዘሩ ውጭ ወይ ፍንክች የለም ያሳዝናል,1
ይህ በታርክ ማህደር ላይ ይቅመጣል ግን ለምን,0
መሬቱማ ድነጋይ ውሀውን ማለትህ ይሆንአሱም ለግመልም አልሆነም እኮ,0
ያሬድ ጥበቡ “መምህር” ዘመድኩን በቀለ አንድ አይነት ተልእኮ የያዙት ያሬድ ጥበቡን የሚለየፀው መስቀል አለማንገቡ በዘር የተቦካው ፖለቲካ መውጫ አጥተንለት በሀይማኖት በኩሉ የሚጭሩት እሳት ያሳስበኛል ‼ በእስል,0
የጤፍ እንጀራ ኢንተርናሽናል ሆኖ ነወ ለካ አናታችን ላይ የወጣዉ እየበላችሁ እናንተን አይደለም,0
ኢራናውያን ለኢታማጆር ሹማቸው መገደል እየሰጡት ያለው ምላሽ ያስደምማል • አገራዊ ስሜታቸው ያስደንቃል • እውነትም አገር ማለት ሰው,1
እግጅ በጣም አይነ ያወጣ ይሏል ይህ ነውህወህት ንብረቴን የኢትዮጵያ ህዝብ ለመፋረድ ያመቸዋል አመታት ነውየተመዘበረው እያንዳንዱ የህወሀት አመራር ለፍርድ የሚቀርብበት ይቅርታም ሊጠይቅ የማይችልበት ሁኔታ ተደረሰ,0
በቦረና ዞን ድሬ ወረዳ በደረሰ የመኪና አደጋ የሰባት ሰዎች ህይወት አለፈ,0
ስንት ሽንኩርት ራስ አለ ስለ ኤርትራ ለማውራት ብቃት የሌለው ጥላቻ ፊት,0
የፃድቅ መታሰቢያ ለበረከት,1
ደግሞ አብሯት እንደተማረ ሰው በመጠኑም ቢሆን አውቃታለሁ ከኔ ጋር ጥሩ የሚባል ግንኙነት ነበረን እርግጥ በፃፈችው ነጥቦች ሁሉም ባልስማማም ስለ ኢትዮጵያ አየር መንገድ የጠቀሰችበት መንገድ ግን ልክ ናት በተጨማሪ ነጭ ያገቡ ሴቶችም ብዙ ስድብ,1
ደንበጫ ፋርጣ ላይ የሚወዳደር መሰለው እንዴ,0
ethiopia ሀበሻ ማለት ሊማር የመጣ ወንድሙን ከፎቅ ላይ ወርውሮ እየጣለ ለአውስትራሊያ ካንጋሮ የሚያዝንና ፀሎት የሚያደርግ ድንቅዬ ህዝብ,0
ውይ በቃ ሀላል ቡና እናደርገዋለን ላንቺ ሲባል,0
አስተማማኝ ከባቢ መኖር አለበት የሚለው ትክክል ቢኒ በአጠቃላይ ግን pros and cons ማነፃፀር ያለብን ብዬ አስባለሁ,1
እየተከታተላችሁ,1
የተጀመረው የብልፅግና መንገድ ለሁላችንም እዉን እንዲሆን ፅኑ ምኞቴ,1
እንኳን ለብርሀነ ልደቱ አደረሳችሁ አደረሰን,1
በተመሳሳይ ሰአት የሸገሯ ብሌን ዮሴፍ አምሳሉን እያጫወተች ነፍሳችንን ባታድናት ማን ይታደገን እኮ ማን,1
አሜን ውዴ,1
ማላዘን ብቻ,0
ብርሀኑ ነጋ ግን አደገኛ ሙድ ያዥ,0
የተጨዋቾች እርስ በእርስ ግንኙነት የመደጋገፍ ባህል ከታክቲክ እውቀት የበለጠ በአንድ ቡድ ውስጥ ትልቁን ድርሻ ይዎስዳል በፋሲል ከነማ ተጨዋቾች አሰልጣኞች መካከል ያለው ጠንካራ ግንኙነት ቡድኑን ውጤታማ እንደሚያደርገው አምናለሁ,0
interesting read ዘመኑን ያልዋጀው የአበል መመሪያ በወር ብር የትራንስፖርት አበል የሚለው መመሪያ የወጣው ‹‹በጃንሆይ›› ዘመነ መንግስት መሆን አለበት ስትል ተሳልቃ ethiopia,0
ቀኑን እገዛለሁ በማንኛውም ደቂቃ አሁን ደም ተፍስሶ የተወሰደው ደም የአትክልቶችዎን አፈር ያፈሳል እንዲሁም ቤትዎን ያጥለቀልቀዋል የተቃወሙትን የንፁሀን አማኞች ደም ይነቃሉ ሞት ይመ…,0
ወይ እስክንድር ቀዌዉ የት ጠፉህ እብዱ ወንድምህ ጀዋር ጀዌ እንኳን ቶሎ ብሎ የመራራ ጉዲና የጠነባ የዘር ስልቻ ዉስጥ ዘሎ ገብቷል አንተም ሳይመሽብህ ያቺ ፉንፉን የምትለዉን በዘር አባዜ የገማችዉን አብን የተባለችዉን ከንቱ ፓርቲ እስቲ ተቀላቀል,0
ልጅ ሲራክ ብአል እስሀን ንአሀ ዝመስሉን ነዛ አብዛ ቭድዮ ዘላ አመንዝራ ናይ አባ ሻውል አይነት ዘርኢ ማህበር አንድነት አብ ፅርግያታት አስመራ ብድፍረት ተደሚርና ኢና ምስ አምሀራ ክንምርአው ኢና ንኽብላ ደፊረን ዝጉበርኩም እስሀትኩም ኢኹም,1
የትም ይሁን መደራጀት,1
ነፍጠኛ ኦሮምያ ውስጥ ያለው ንብረት አብይ አህመድና የሚኒሊክ ሀውልት,0
ይህ የህወሀት ውሳኔ ቀድሞም የታወቀ አሳዛኙ ነገር ይህ እኩይ ድርጅት የትግራይን ህዝብ ስቃይና ችግሩ እንዲበዛ መወሰኑ በግድ ቀድሞው ልርገጥ ልግዛ በትግራ ህዝብ ስም አይቀጥልም,0
አንድ ቦታ ለህዝቦች አብሮነት አይበጅም ሌላ ግዜ ለአፈፃፀም አይመችም ሲል ነበርግልፅ መደረግ አለበት,0
ይህ ውህደት በሩጫ ባይሆን ላሉት ችግሮች ፈጣሪው ራሱ ኢህአዲግ መፍትሄ ሰጥቶባቸው ቢሆን ኖሮ ስኬታማ መሆን እድሉ ትልቅ አሁን ግን ችግሮቹን የማይፈታ የሚሸሽ ድርጅት ከሆነ በእንቅርት ላይ ጆሮደግፍ በሚባል መልኩ ችግሮች ሊደራረቡበት ይችላል,0
ለኛ ትለፋልህ አምላክ ይርዳህ የኔ ደግ ትሁት,1
የፕሬዝዳንት ኧሁሩ ኬንያታ ቤተሰብ ድርጅት የሆነው ብሩክ ሳይድ በኬንያ ቁጥር አንድ የወተት አቅራቢ ተቋም ነውአዲሱ ህግ የፕሬዝዳንቱን ቤተሰብ ድርጅት ተጠቃሚ ያደርጋል,1
ምንም እንኳን በራሳችን የግዜ አቆጣጠር ባይሆንም የምንኖራቼዉ ቀኖች አንድ ስለሆኑ አላህ መጪዉን ቀናችንን ካለፈዉ የተሻለያድርግልን ለሁላችንም ❤️ ሳላመስግንህ አላልፍም ዶር አብይ ሰላምታ ነስቻለሁ✋,1
እልልልልልልልልልልልል ልልልልልልልልልል እልልልልልልልልልልልልል እግዚአብሄር ይመስገን አሜን አሜን አሜን አሜን,1
ለኔ ኢትዮጵያዊት ቆንጆ ማለት ራሷን የምታውቅ ኢትዮጵያ ዊነት የሚኮራን የባህል ና ትውፊት በለፀጋ ህዝቦች መሆናችንን የምታውቅ ሴት ናት ለኔ ቆንጆ ማንነቱን የሚውቅ የሚከብር እንጅ በሌላ ሰው ማንነት ራስን ሸጦ ራስን የሚዋርድ አይደለም,1
ስም ከመቃብር በላይ ይውላል ይሉሀል ይህ,1
መልካም እሴቶቻችንን የምንጠብቀው ችግሮቻችንን በመደበቅ ወይንም በአድልዎ ዜጎቻችንን በማየት አይደለም ዩኒቨርስቲዎቻችንን ሙያተኛ ማፍሪያ እንጂ በድንጋይ ወግሮ መግደያ እንዲሆን በመፍቀድ አይደለም,1
ቃላት አጣሁላት ጌታ ሆይ ጠብቃት,1
ምስራቅ ኦሮምያን በቅጡ ማስተዳደር ሳትችል ዘለህ መደመር ለምስራቅ አፍሪካ ይጠቅማል ያልክ ልጅ ደህና ነህ እንዴት ነህ 🤪🤪‍♂️‍♂️,0
ትሻልን ሰድጄ ትብስን አመጣሁጠፍር በሊታዋ ስትሄድ ልጓም በሊታዋ መጣች አይነት አዙሪት አይጠናወት አንድ በገሀድ ሊሆን የሚችልን ሀቅ ለማኮላሸት እየተሞከረ ያለው የእኬውን አቸናፊነት swallow z reality ❤,0
ሁሉም ለበጎ ያልፋል ደህና እንሁን ብቻ,1
ፈጣሪን መፅሀፍ ቅዱስ ውስጥ በተካተቱት የእስራኤላውና ታሪክ ለመበየን መሞከሩ ትንሽ አይሸግርም መንሻ ከሆነ መች አነሰው,1
ብልፅግና የተግባር ፓርቲ ይህንን እቅዳችሁን እንዲሳካ ዘወትር መደገፋችችንን አናቆምም,1
ልዩ የሆኑትን የአፍሪካ የልጆች ተረቶችን በመፃፍ በመተርጎምና በማስተዋወቅ ብዙ አፍሪካውያን በጎፈቃደኞች እኛን መቀላቀል አለባቸው የሚል እምነት አለኝ,1
በአዲስ አበባ ከተማ በአመት በአማካይ ከ በላይ ሰዎች በእብድ ውሻ በሽታ ህይወታቸውን እንደሚያጡ የኢትዮጵያ ህብረተሰብ ጤና ኢንስቲትዩት አስታወቀ በተጨማሪም በአመት በአማካይ ሺ ሰዎች በእብድ ውሻ በሽታ ይጠቃሉ,0
ኤርትራውያን ስነ ጥበበኛታት ንናይ ጎደና ስነጥበብ ክንደፍአሉ ይግባእ ንዘሎና ሀብታም ታሪኽ ብቕርፃ ብቕብአን ስነ ፅሁፍን ክንትርሆ አሎና ነፍሲ ወከፍ ጎደና ታሪኽ ክንስንደሉ ዝኽእል እዩ…,1
ሌሎች የሙስሊሙን ህሰብ ጥያቄዎች ያነገቡ የበአላት ማክበሪያ ቦታ የመቃብር ቦታ መፈክሮች እያደመቁት መዳረሻዉ ቀበሌ መስጊድ ሆነ ኢትዮጵያም ስሟ ከፍ ተደርጎ ተነስቷል…,1
ወደ ኤፌሶን ሰዎችephesians የመዳንንም ራስ ቁር የመንፈስንም ሰይፍ ያዙ እርሱም የእግዚአብሄር ቃል,1
ሰው ሆይ መልካም የሆነውን አሳይቶሀል እግዚአብሄር ከአንተ የሚፈልገው ምንድን ፍትህን ታደርግ ዘንድ ምህረትንም ትወድድ ዘንድ በአምላክህም ፊት በትህትና ትራመድ ዘንድ አይደለምን ሚክያስ,1
የእርዳታ ጥሪመደገፍ የምትሹ በፖለቲካል ሳይንስ አለም አቀፍ ግንኙነት የማስተርስ ዲግሪ ያለው ጋዜጠኛ ስለሺ ዳቢ በሺዎች የሚቆጠሩ ሆሊውድ ሰራሽ ፊልሞችን ወደ አማርኛ በመተርጎም እና…,1
በእርግጥ ብሄርተኞች ሲንጣንጡ በየማህበራዊ ሚድያው ላይ ስናይ መላው ኢትዮጵያዊ በዘወጌ ፖለቲካ ተጠለፈ ብሎ ማሰብ ዥልነት ነውበኢትዮጵያ አንድነት የሚያምኑ እልፍ ናቸው,0
የብልፅግናን ፓርቲ ፊርማ ከፈረሙት መካከል የኦርቶዶክስ ተዋህዶ አማኞች የሉበትም የሚለው ክርክር ውሀ የሚያነሳ አይሆንም ተቋም ውስጥ መስዋእትነት ለመክፈል በመዘጋጀትና ሶፋ ላይ ተቀምጦ በ«ሀቀኝነት» ስም አቃቂር በማውጣት መካከል ልዩነት አለ,0
ቂቂቂቂቂቂቂቂቂ የታሪክ አተላ አዎ የ ታሪክ አተላ ፀረ አማራ ገደል ግባ,0
ልዩ ጥቅም ልዩ ዜጋ የመሆን ጥያቄ,1
ወንድሞቻችን ፕሮፌሰር ብርሀኑ ነጋ አቶ አንዳርጋቸው ፅጌ የድርጅቱ ከፍተኛ አመራሮ እንኳን ወደ እናት ሀገራችሁ ኢትዮጵያ በሰላም ገባችሁ,1
tesfaye ለካስ ጭብል ለብሰሽ የፕሮፌሰርን ፎቶ ለጥፈክ እልም ያልክ ባዳ ነክ እፈር ትንሽ,0
አረ ጨካኝ,0
ደደቦች ንፍጥ ጭንቅላት ብቻ,0
ኢትዮዽያ በእሴት ሰንሰለት ልማት ላይ በማተኮር የአምስት ሚሊዮን አርሶአደሮችን ገቢ በእጥፍ ለማሳደግ የታቀደው የገበያመር ኩታ ገጠም የግብርና ልማት ፕሮጀክት በስፋት መጀመሩን ፕት ሳሀለወርቅ…,0
ምን የጉድ ሀገር ምርጫ አይደረግም ብሎ ቅስቀሳ,0
ክብር ለሰንደቅ አላማችን ይሁን,1
የፕላኔት ተንታኙ ህፃን ሮቤል በአምላክ ከኛ ክፍሉ ተመራማሪ ህፃን ቅዱስ እንቁባህሪ ጋር የተደረገ ወይ ኢትዮጵያ እነዚህን ልጆች ስመለከት በህሊናዬ ብዙ ነገር ይመጣሉ… እናንተስ,1
ጭራቅ ከላይ እስከታች በአርቴፊሻል ብትሽሞኘሙኝም እንደወረድሽ ነሽ🤣🤣🤣 መጀመሪያ በራስሽ ኩሪ አፍሽን ከመክፈትሽ በፊት የሆንሽ ጨ ተገልብጣ ነገር,0
ይህ መግለጫ ሰምቶ በቸልታ ማለፍ ሽብርተኝነትን በተግባር መደገፍ,0
የኛ አባት ግን መቼም አይተኛም,1
የኢትዮጵያ ዜና አውታሮች የተቃጠሉ መስጅዶች የተቃጠሉ የሙስሊሙ ሱቆች አሳየናችሁ የተቃጠለ ቤተክርስቲያን ግን ማሳየት አትችሉም መቼ በኛው የግብር ገንዘብ ደሞዝ እየበላችሁ…,0
